"year","counts","time_length","excesses"
1953,2,365,1713.83494924147,1404.78727044599
1954,2,365,1351.11657351431,1366.99749058971
1955,4,365,1333.61891182845,1300.70890840652,1363.96749173035,1280.21318581043
1956,3,366,1437.77027489449,1351.89551728071,1344.35063305578
1957,1,365,1296.48853655755
1958,2,365,1275.08315273184,1394.14383483518
1959,1,304,1444.26827877267
1960,0,366,NA
1961,4,365,1505.72989620167,1342.6344245466,1391.92015512718,1561.78342756564
1962,4,287,1998.50270900428,1319.06480236796,1406.43374972034,1319.82265597707
1963,1,365,1300.79251739478
1964,2,366,1342.99406866659,1281.89004220372
1965,1,355,1300.75637784843
1966,1,365,1632.27843047793
1967,5,365,1304.05748830843,1323.84202121592,1380.29861982434,1289.75476217634,1314.13162997605
1968,3,366,1331.74335576594,1264.05566328276,1447.23417360557
1969,1,335,1455.83735443405
1970,0,0,NA
1971,0,204,NA
1972,2,366,1531.64742785445,1519.72925292209
1973,4,353,1378.20432991536,1281.58986658697,1359.84031569963,1498.47957849289
1974,2,251,1279.37571487793,1497.65780082184
1975,0,365,NA
1976,1,359,1328.23070151981
1977,3,328,1486.21622746157,1687.22597817776,1276.44909620592
1978,2,281,1512.02546212357,1433.44687804489
1979,2,364,1321.49110007788,1477.10447370829
1980,5,366,1425.58982548192,1278.00205315387,1291.78031253564,1661.23291890042,1336.83780084407
1981,2,365,1314.43948899281,1549.85114634425
1982,1,365,1308.98984829474
1983,3,365,1268.20862324626,1332.50747119881,1330.87099349835
1984,1,366,1693.68198927797
1985,4,365,1264.17543059199,1844.20999201551,1269.06410402646,1417.46640812136
1986,2,365,1393.79639557431,1293.88239990875
1987,1,365,1629.38040378693
1988,0,366,NA
1989,2,365,1304.72487738109,1437.64503250827
1990,1,365,1440.89266567811
1991,3,365,1919.08955812838,1342.76561607294,1297.2062457068
1992,4,322,1621.66044896903,1337.2260928609,1449.80118626668,1978.04345842363
1993,6,365,1313.3145887989,1310.25230979811,1333.49252880119,1263.57670810996,1299.81213642067,1469.21101859245
1994,2,365,1268.30249800388,1617.43104824912
1995,3,365,1325.41576365918,1266.3766396715,1485.62233375157
1996,4,366,1353.42409033877,1392.69921295768,1355.70297707312,1421.5948443025
1997,3,365,1301.89665792175,1284.18216037413,1445.58435040493
1998,3,365,1386.33443595301,1460.83186951067,1329.36842705601
1999,1,301,1318.57984535284
2000,2,366,1465.37708864931,1364.39432756561
2001,2,285,1316.26680772823,1338.58749594536
2002,2,243,1285.08406524467,1360.68529713699
2003,7,365,1409.5580015969,1389.25835519562,1317.80358161287,1309.93224592221,1296.60282878978,1324.20269191286,1405.67035473936
2004,1,366,1297.82069122847
2005,3,365,1388.71027717577,1306.66670468803,1274.41120109502
2006,4,365,1313.42454659519,1406.1530740276,1489.28789779856,1341.72727272727
2007,3,365,1387.65929052127,1340.53758412228,1295.5862894947
2008,4,366,1270.49423976275,1384.27900079845,1340.81612866431,1294.61081327706
2009,4,365,1290.78111098437,1279.43435610813,1460.69818638075,1397.81806775408
2010,0,355,NA
2011,4,365,1281.63545862132,1264.66724967958,1324.88719060112,1401.59119425117
2012,2,366,1486.41872932588,1885.93064902475
2013,1,365,1335.23371734915
2014,3,365,1420.33283905555,1405.63374016197,1277.66316870081
2015,2,365,1375.26668187521,1280.74962929166
2016,5,366,1357.01334550017,1558.20269191286,1406.55013117372,1332.50518991673,1318.28835405498
2017,5,365,1331.21181704118,1476.06615718034,1333.20451693852,1270.89620166534,1312.97912626896
2018,6,365,1307.56792517395,1295.38188662028,1431.95038211475,1315.74700581727,1452.74700581727,1266.74700581727
